"","Isolate","Accession_number","Collection_time","Country","Continent","Clade","Source"
"256","ERR133840","ERR133840",2009,"Samara, Russia","Europe","Beijing_cladeA","Casali et al. (2014)"
"257","ERR133847","ERR133847",2009,"Samara, Russia","Europe","Beijing_cladeA","Casali et al. (2014)"
"258","ERR229939","ERR229939",2009,"Samara, Russia","Europe","Beijing_cladeA","Casali et al. (2014)"
"259","ERR067639","ERR067639",2009,"Samara, Russia","Europe","Beijing_cladeA","Casali et al. (2014)"
"260","ERR234581","ERR234581",2009,"Samara, Russia","Europe","Beijing_cladeA","Casali et al. (2014)"
"261","ERR133960","ERR133960",2009,"Samara, Russia","Europe","Beijing_cladeA","Casali et al. (2014)"
"262","ERR137273","ERR137273",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"263","ERR144614","ERR144614",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"264","ERR228022","ERR228022",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"265","ERR144588","ERR144588",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"266","ERR234646","ERR234646",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"267","ERR108428","ERR108428",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"268","ERR230005","ERR230005",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"269","ERR133894","ERR133894",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"270","ERR234624","ERR234624",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"271","ERR133976","ERR133976",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"272","ERR229935","ERR229935",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"273","ERR108423","ERR108423",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"274","ERR234562","ERR234562",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"275","ERR067638","ERR067638",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"276","ERR144608","ERR144608",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"277","ERR234688","ERR234688",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"278","ERR133873","ERR133873",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"279","ERR133814","ERR133814",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"280","ERR137212","ERR137212",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"281","ERR234569","ERR234569",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"282","ERR117469","ERR117469",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"283","ERR229940","ERR229940",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"284","ERR133968","ERR133968",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"285","ERR133975","ERR133975",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"286","ERR067608","ERR067608",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"287","ERR228048","ERR228048",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"288","ERR144594","ERR144594",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"289","ERR133865","ERR133865",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"290","ERR234585","ERR234585",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"291","ERR133862","ERR133862",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"292","ERR144580","ERR144580",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"293","ERR137267","ERR137267",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"294","ERR133799","ERR133799",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"295","ERR229926","ERR229926",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"296","ERR229993","ERR229993",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"297","ERR067707","ERR067707",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"298","ERR067672","ERR067672",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"299","ERR108495","ERR108495",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"300","ERR133869","ERR133869",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"301","ERR144545","ERR144545",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"302","ERR133954","ERR133954",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"303","ERR137244","ERR137244",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"304","ERR133855","ERR133855",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"305","ERR133966","ERR133966",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"306","ERR158598","ERR158598",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"307","ERR137265","ERR137265",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"308","ERR108455","ERR108455",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"309","ERR228056","ERR228056",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"310","ERR144596","ERR144596",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"311","ERR227980","ERR227980",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"312","ERR137218","ERR137218",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"313","ERR137208","ERR137208",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"314","ERR234661","ERR234661",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"315","ERR158580","ERR158580",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"316","ERR228059","ERR228059",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"317","ERR108426","ERR108426",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"318","ERR067590","ERR067590",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"319","ERR067641","ERR067641",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"320","ERR144560","ERR144560",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"321","ERR067705","ERR067705",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"322","ERR137236","ERR137236",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"323","ERR137217","ERR137217",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"324","ERR108505","ERR108505",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"325","ERR133988","ERR133988",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"326","ERR133798","ERR133798",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"327","ERR133863","ERR133863",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"328","ERR234657","ERR234657",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"329","ERR234683","ERR234683",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"330","ERR067713","ERR067713",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"331","ERR137203","ERR137203",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"332","ERR117467","ERR117467",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"333","ERR133802","ERR133802",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"334","ERR137229","ERR137229",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"335","ERR137264","ERR137264",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"336","ERR158596","ERR158596",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"337","ERR229968","ERR229968",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"338","ERR234643","ERR234643",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"339","ERR227981","ERR227981",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"340","ERR133890","ERR133890",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"341","ERR144554","ERR144554",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"342","ERR227975","ERR227975",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"343","ERR144634","ERR144634",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"344","ERR067714","ERR067714",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"345","ERR228024","ERR228024",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"346","ERR229971","ERR229971",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"347","ERR229915","ERR229915",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"348","ERR067625","ERR067625",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"349","ERR133896","ERR133896",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"350","ERR234692","ERR234692",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"351","ERR137221","ERR137221",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"352","ERR133914","ERR133914",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"353","ERR234663","ERR234663",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"354","ERR117465","ERR117465",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"355","ERR228018","ERR228018",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"356","ERR133871","ERR133871",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"357","ERR228004","ERR228004",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"358","ERR117449","ERR117449",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"359","ERR228015","ERR228015",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"360","ERR234652","ERR234652",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"361","ERR108486","ERR108486",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"362","ERR067604","ERR067604",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"363","ERR234557","ERR234557",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"364","ERR137207","ERR137207",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"365","ERR133820","ERR133820",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"366","ERR137195","ERR137195",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"367","ERR144552","ERR144552",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"368","ERR228010","ERR228010",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"369","ERR067766","ERR067766",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"370","ERR234642","ERR234642",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"371","ERR228060","ERR228060",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"372","ERR144582","ERR144582",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"373","ERR067600","ERR067600",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"374","ERR067648","ERR067648",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"375","ERR108440","ERR108440",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"376","ERR067740","ERR067740",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"377","ERR144626","ERR144626",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"378","ERR133929","ERR133929",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"379","ERR144579","ERR144579",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"380","ERR133859","ERR133859",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"381","ERR234617","ERR234617",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"382","ERR227979","ERR227979",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"383","ERR144577","ERR144577",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"384","ERR144622","ERR144622",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"385","ERR234612","ERR234612",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"386","ERR133856","ERR133856",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"387","ERR133963","ERR133963",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"388","ERR137198","ERR137198",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"389","ERR158594","ERR158594",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"390","ERR108492","ERR108492",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"391","ERR137232","ERR137232",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"392","ERR133924","ERR133924",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"393","ERR230004","ERR230004",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"394","ERR158593","ERR158593",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"395","ERR108479","ERR108479",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"396","ERR137234","ERR137234",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"397","ERR234671","ERR234671",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"398","ERR137216","ERR137216",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"399","ERR133852","ERR133852",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"400","ERR228032","ERR228032",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"401","ERR144631","ERR144631",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"402","ERR067593","ERR067593",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"403","ERR067722","ERR067722",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"404","ERR158572","ERR158572",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"405","ERR117459","ERR117459",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"406","ERR133970","ERR133970",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"407","ERR067745","ERR067745",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"408","ERR228068","ERR228068",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"409","ERR137253","ERR137253",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"410","ERR234603","ERR234603",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"411","ERR067610","ERR067610",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"412","ERR133882","ERR133882",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"413","ERR158569","ERR158569",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"414","ERR228027","ERR228027",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"415","ERR144616","ERR144616",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"416","ERR228002","ERR228002",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"417","ERR108452","ERR108452",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"418","ERR227999","ERR227999",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"419","ERR228007","ERR228007",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"420","ERR133904","ERR133904",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"421","ERR234582","ERR234582",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"422","ERR067580","ERR067580",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"423","ERR067743","ERR067743",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"424","ERR137263","ERR137263",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"425","ERR067582","ERR067582",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"426","ERR234645","ERR234645",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"427","ERR133875","ERR133875",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"428","ERR133945","ERR133945",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"429","ERR133973","ERR133973",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"430","ERR067589","ERR067589",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"431","ERR137205","ERR137205",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"432","ERR234655","ERR234655",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"433","ERR067646","ERR067646",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"434","ERR117458","ERR117458",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"435","ERR108501","ERR108501",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"436","ERR133946","ERR133946",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"437","ERR108513","ERR108513",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"438","ERR133987","ERR133987",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"439","ERR137268","ERR137268",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"440","ERR227984","ERR227984",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"441","ERR227983","ERR227983",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"442","ERR229965","ERR229965",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"443","ERR067724","ERR067724",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"444","ERR108511","ERR108511",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"445","ERR137279","ERR137279",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"446","ERR067689","ERR067689",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"447","ERR144630","ERR144630",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"448","ERR108500","ERR108500",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"449","ERR137206","ERR137206",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"450","ERR133913","ERR133913",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"451","ERR133955","ERR133955",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"452","ERR144563","ERR144563",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"453","ERR158607","ERR158607",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"454","ERR158578","ERR158578",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"455","ERR067665","ERR067665",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"456","ERR234672","ERR234672",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"457","ERR234589","ERR234589",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"458","ERR144572","ERR144572",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"459","ERR158574","ERR158574",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"460","ERR144566","ERR144566",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"461","ERR158590","ERR158590",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"462","ERR228014","ERR228014",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"463","ERR234620","ERR234620",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"464","ERR133892","ERR133892",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"465","ERR144599","ERR144599",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"466","ERR133947","ERR133947",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"467","ERR158591","ERR158591",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"468","ERR133842","ERR133842",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"469","ERR234690","ERR234690",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"470","ERR144625","ERR144625",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"471","ERR067736","ERR067736",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"472","ERR137235","ERR137235",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"473","ERR228052","ERR228052",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"474","ERR108441","ERR108441",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"475","ERR229970","ERR229970",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"476","ERR133810","ERR133810",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"477","ERR133932","ERR133932",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"478","ERR234640","ERR234640",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"479","ERR234647","ERR234647",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"480","ERR234579","ERR234579",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"481","ERR137241","ERR137241",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"482","ERR234638","ERR234638",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"483","ERR067686","ERR067686",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"484","ERR108496","ERR108496",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"485","ERR234583","ERR234583",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"486","ERR229992","ERR229992",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"487","ERR234556","ERR234556",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"488","ERR108433","ERR108433",2009,"Samara, Russia","Europe","Beijing","Casali et al. (2014)"
"489","ERR067659","ERR067659",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"490","ERR158588","ERR158588",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"491","ERR137257","ERR137257",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"492","ERR137192","ERR137192",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"493","ERR229949","ERR229949",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"494","ERR133907","ERR133907",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"495","ERR227977","ERR227977",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"496","ERR229976","ERR229976",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"497","ERR067644","ERR067644",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"498","ERR117464","ERR117464",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"499","ERR144595","ERR144595",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"500","ERR137247","ERR137247",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"501","ERR234644","ERR234644",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"502","ERR144584","ERR144584",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"503","ERR067723","ERR067723",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"504","ERR067744","ERR067744",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"505","ERR234662","ERR234662",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"506","ERR133884","ERR133884",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"507","ERR133880","ERR133880",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"508","ERR067667","ERR067667",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"509","ERR067671","ERR067671",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"510","ERR234610","ERR234610",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"511","ERR067755","ERR067755",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"512","ERR137231","ERR137231",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"513","ERR133951","ERR133951",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"514","ERR067631","ERR067631",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"515","ERR234639","ERR234639",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"516","ERR108435","ERR108435",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"517","ERR133918","ERR133918",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"518","ERR137254","ERR137254",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"519","ERR108443","ERR108443",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"520","ERR234597","ERR234597",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"521","ERR067694","ERR067694",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"522","ERR158581","ERR158581",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"523","ERR158606","ERR158606",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"524","ERR234600","ERR234600",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"525","ERR067760","ERR067760",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"526","ERR227982","ERR227982",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"527","ERR133879","ERR133879",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"528","ERR229982","ERR229982",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"529","ERR229969","ERR229969",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"530","ERR108439","ERR108439",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"531","ERR137219","ERR137219",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"532","ERR067668","ERR067668",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"533","ERR158587","ERR158587",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"534","ERR144607","ERR144607",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"535","ERR133901","ERR133901",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"536","ERR137243","ERR137243",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"537","ERR108488","ERR108488",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"538","ERR067626","ERR067626",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
"539","ERR067588","ERR067588",2009,"Samara, Russia","Europe","Beijing_cladeB","Casali et al. (2014)"
